surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheal_pulse,mucous_membrane,capillary_refill_time,pain,peristaltsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
yes,young,970123,36.756027160001736,82.23157314263936,2.805127837245795,cool,absent,pale_pink,more_3_sec,constant_pain,normal,severe,none,>1_liter,7.7290211238139,normal,normal,31.75539127535349,6.159040784933068,serosanguious,5.0857590763774425,euthanized,no,2208,2,0,yes
yes,young,945038,37.59103951266797,98.69411996866779,6.942005874841736,normal,reduced,pale_cyanotic,less_3_sec,alert,absent,slight,slight,>1_liter,4.75550630742808,normal,normal,39.585521605877766,7.407352983383449,cloudy,2.1912654109734473,euthanized,yes,11300,1,2,yes
yes,adult,503832,37.67149251914419,61.39493697682098,6.216647672817717,cool,increased,bright_pink,more_3_sec,depressed,absent,slight,slight,>1_liter,8.293220128610773,normal,other,44.57421370179557,6.066439080873139,cloudy,4.8716576068909525,died,no,0,1,2,no
yes,young,989097,38.78936943828213,47.20470945111734,8.281869445473255,normal,absent,dark_cyanotic,more_3_sec,mild_pain,absent,severe,slight,>1_liter,4.71148975949621,normal,normal,41.337984700636355,7.124614134634227,clear,5.643500834098212,died,no,0,0,2,yes
yes,young,729661,37.29289210586739,39.9505613678821,8.360010602072192,cold,reduced,pale_cyanotic,less_3_sec,constant_pain,hypermobile,none,none,none,8.554670018390889,absent,normal,33.92863818145481,6.107134156636736,clear,3.387875993480074,died,yes,4300,0,1,no
no,adult,281144,36.62895814582414,37.96413604160213,11.879870023301237,normal,increased,pale_pink,more_3_sec,mild_pain,hypermobile,moderate,none,less_1_liter,3.045586029986504,normal,normal,43.09622600060715,6.700943704537619,clear,2.4082471405513073,euthanized,yes,0,0,1,yes
yes,adult,911006,39.007809308461,84.99561402807214,13.750431831748799,cool,increased,pale_pink,more_3_sec,depressed,absent,severe,none,less_1_liter,3.3869852540600656,normal,normal,43.69708958357832,6.263116937483116,serosanguious,2.9314559591633644,euthanized,no,0,3,0,yes
no,adult,350195,37.48334997073877,29.698093140886993,5.6466634792890895,warm,reduced,bright_red,more_3_sec,constant_pain,hypomobile,severe,important,none,4.727012316671492,decreased,normal,48.648919113700295,6.211646694643388,clear,4.24912625650157,lived,yes,4300,3,2,no
yes,young,243748,38.678643509726044,84.354969713024,14.978497875810088,cool,reduced,pale_pink,less_3_sec,constant_pain,normal,severe,slight,>1_liter,5.2678991110581865,decreased,normal,32.93593794754098,6.188846964812588,cloudy,5.770638972424345,euthanized,yes,4300,3,1,yes
yes,adult,504032,38.562198400792205,42.631179414957025,6.662113201435704,warm,absent,normal_pink,less_3_sec,mild_pain,hypomobile,severe,none,>1_liter,4.789622486743827,absent,normal,43.84672329819447,6.679179955043013,cloudy,4.049130919544467,euthanized,no,2208,3,1,no
no,adult,132733,37.7701095260977,46.295876042811884,9.51758034876927,cold,increased,pale_cyanotic,less_3_sec,depressed,hypermobile,slight,slight,>1_liter,8.109176260185759,absent,normal,48.228544377062946,6.773227364080938,cloudy,2.450949152786785,died,no,11300,3,1,no
yes,adult,841040,37.62568629496525,56.96889089980041,10.532588967444953,cool,normal,bright_pink,more_3_sec,alert,normal,slight,none,less_1_liter,2.7756111410137176,decreased,distend_large,40.03128306641268,6.20007674031426,cloudy,4.511132694865352,euthanized,yes,4300,1,0,yes
no,adult,626338,37.40843519367019,45.926909008669774,16.33374825774752,normal,reduced,pale_pink,less_3_sec,constant_pain,absent,moderate,none,less_1_liter,4.8097361571079045,decreased,other,37.23599359726113,7.469093595399359,cloudy,4.931379747151766,lived,yes,2208,2,1,no
yes,adult,209996,37.78480687123001,78.6395950991915,7.373152986712007,cool,increased,bright_red,more_3_sec,alert,hypomobile,moderate,none,less_1_liter,8.697919996123675,normal,normal,33.414989884423164,6.386648830293335,serosanguious,3.573134679971164,euthanized,no,4300,3,2,yes
yes,adult,658221,38.66310022617063,96.2668790396555,3.6097859610658407,warm,increased,bright_red,more_3_sec,depressed,hypomobile,severe,slight,less_1_liter,2.534376618097376,normal,other,47.335737729795156,6.688262009404175,cloudy,4.886056257381658,died,yes,2208,0,1,yes
no,young,649239,37.00355981894042,46.85135684893724,13.471138410578945,cold,absent,pale_pink,more_3_sec,constant_pain,absent,severe,important,less_1_liter,9.53874806137086,absent,normal,37.88492749681189,6.324404336402862,serosanguious,3.299291260556759,died,no,11300,2,1,no
yes,young,656701,37.908845630209115,51.355243216707464,6.499879323613696,normal,normal,normal_pink,less_3_sec,constant_pain,hypomobile,severe,none,none,9.890534738176104,decreased,normal,48.497648865353845,6.740883968174319,cloudy,5.156360606385654,lived,no,2208,3,0,yes
no,adult,265873,36.68136857180119,56.733583854322035,7.915234258273221,cool,absent,bright_red,less_3_sec,alert,hypermobile,moderate,none,less_1_liter,2.7085453906006407,absent,distend_large,46.955165962615524,7.134024873697773,serosanguious,3.364288638280276,lived,yes,2208,3,2,no
yes,adult,810979,36.8058937669578,70.82113526985276,5.646751038221474,warm,normal,bright_pink,more_3_sec,intermittent_pain,absent,severe,none,>1_liter,4.330180178045896,normal,other,37.532797035943915,6.781653021441743,serosanguious,3.024428366402504,euthanized,yes,0,1,1,no
no,adult,999005,37.769061002844374,56.93031442088287,7.923888680853243,normal,normal,pale_cyanotic,more_3_sec,alert,hypomobile,none,important,less_1_liter,4.979205328282849,absent,other,41.47828617892525,6.428473306077083,cloudy,5.5167256235663,lived,yes,4300,1,2,yes
no,young,533816,35.839841991706166,87.74514822105192,6.478825391383677,cold,reduced,dark_cyanotic,less_3_sec,alert,absent,moderate,slight,none,8.211130949221808,absent,distend_large,30.543480725878428,6.372594913100907,cloudy,4.193893684701585,lived,yes,2208,1,2,yes
yes,young,813135,39.860558616616046,82.93247833123854,11.029325449484315,normal,increased,normal_pink,less_3_sec,intermittent_pain,normal,none,slight,>1_liter,6.7674144969338705,absent,distend_large,35.26442805734269,7.13840160934058,cloudy,3.140625154966739,died,yes,4300,3,1,no
yes,young,321888,36.60694004508976,36.290752928098,9.242374889165937,cold,increased,bright_red,less_3_sec,depressed,absent,severe,slight,none,7.154925603940539,normal,other,44.20545697138499,6.1773572635893945,cloudy,5.740347558588269,died,no,2208,1,0,no
no,young,885332,37.759911487343444,70.41936331149657,6.956834518155963,normal,increased,pale_cyanotic,more_3_sec,depressed,hypomobile,slight,slight,>1_liter,8.060078582548048,absent,normal,43.558218916925334,6.554949741608804,clear,4.7634047018641965,euthanized,yes,0,3,2,no
yes,young,845453,38.96821772181686,90.40678474619006,11.987615929976783,cool,normal,dark_cyanotic,less_3_sec,constant_pain,hypermobile,none,none,less_1_liter,2.9438319954962058,normal,normal,37.06738919083502,6.227224074980828,clear,2.882801598622269,euthanized,no,0,2,1,yes
yes,young,867950,36.937094661249496,50.104381084662336,9.764990252023797,warm,increased,pale_pink,less_3_sec,mild_pain,absent,moderate,important,none,8.665675655282099,decreased,other,46.172160638189126,6.386963743941723,serosanguious,4.458569418371122,euthanized,yes,11300,2,2,yes
yes,young,266472,35.49730301045528,54.11470256412887,3.461855248667834,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,none,none,>1_liter,7.644958433441152,absent,normal,34.716721037997424,6.229024848727429,serosanguious,5.481435325156099,euthanized,no,2208,3,2,no
no,young,497710,37.35505423987532,49.439260042940894,11.759109942252906,cool,normal,bright_pink,more_3_sec,constant_pain,hypomobile,moderate,important,less_1_liter,6.618733801570962,absent,distend_large,39.22541066304543,7.330158762813641,clear,4.784612570160229,died,yes,0,0,2,yes
no,young,311760,36.92517961992388,49.85848768952989,9.554603651557905,cold,normal,dark_cyanotic,less_3_sec,mild_pain,hypermobile,severe,slight,>1_liter,9.117882678264454,normal,distend_large,39.45061270621802,7.097856298519548,serosanguious,2.9790366030405218,euthanized,yes,4300,3,1,no
no,adult,222744,35.523626491407995,26.63096896177904,13.172197462774628,cold,normal,pale_pink,more_3_sec,alert,hypermobile,none,important,none,7.602450831070457,absent,distend_large,36.81633537740034,6.841390869066392,cloudy,4.595393314778059,euthanized,no,2208,2,2,yes
no,adult,975863,38.08488989257219,33.433700970698986,9.371752279027934,cold,normal,pale_pink,more_3_sec,alert,normal,slight,none,none,3.6135997010482033,normal,other,49.093322022503344,6.3366378337433,serosanguious,4.476637490880803,lived,yes,2208,2,2,no
no,adult,830051,38.00709386223295,61.5494743747446,6.624871948297216,cool,reduced,bright_red,more_3_sec,intermittent_pain,normal,none,none,none,5.437963048605334,absent,other,43.933680670302024,6.765340240798793,serosanguious,5.283374654314755,euthanized,yes,11300,3,0,no
no,adult,601946,38.942326454538346,90.27195949305556,8.387114000094488,normal,increased,bright_pink,less_3_sec,intermittent_pain,hypomobile,slight,slight,none,5.952342935485866,decreased,other,40.78398670654603,6.781249809671358,serosanguious,2.7125303879867992,lived,no,4300,3,1,no
no,young,143001,36.67917763447961,47.73278374963434,11.411757992642162,normal,reduced,pale_cyanotic,less_3_sec,constant_pain,hypermobile,moderate,none,less_1_liter,2.441741014003245,decreased,normal,40.21030186777297,6.88560558848086,clear,4.79853866800544,died,no,11300,3,1,no
no,young,691652,36.20086351355298,47.14485394102884,6.687788820897413,cool,increased,pale_pink,less_3_sec,constant_pain,hypermobile,severe,none,>1_liter,9.637100106880446,decreased,other,33.18592184942193,6.0901277358340975,clear,2.109482768534808,euthanized,no,2208,2,2,no
no,adult,931460,37.39327691695341,94.0304214084147,7.679109638677325,cool,reduced,normal_pink,more_3_sec,constant_pain,normal,severe,important,less_1_liter,3.028618086375028,absent,other,37.44373794136197,7.459352956795059,serosanguious,4.78470120254307,lived,yes,11300,0,0,no
yes,young,338506,37.711657340990904,37.834850763680265,8.334934260002798,warm,absent,normal_pink,less_3_sec,alert,normal,slight,none,none,7.579690137813815,absent,distend_large,43.45546629458215,6.698158455900485,cloudy,5.841749215754228,euthanized,no,2208,3,2,yes
no,adult,853019,38.72134960298649,26.775136745871563,5.551885169352381,cold,absent,pale_cyanotic,more_3_sec,mild_pain,hypomobile,moderate,slight,>1_liter,6.049848288727041,decreased,normal,48.49140439373467,7.389797661148655,serosanguious,2.69755306499847,lived,no,2208,2,2,no
yes,young,530789,39.21056800500516,43.42969127725,6.731029726114277,cold,absent,dark_cyanotic,less_3_sec,constant_pain,hypermobile,severe,slight,none,2.2050579990753807,decreased,normal,46.32928118783677,6.014712172070965,clear,3.2451990912760356,euthanized,yes,11300,3,1,no
yes,adult,756166,39.014479133907344,46.744310424112676,9.51765057541257,cool,absent,bright_pink,less_3_sec,constant_pain,absent,moderate,none,less_1_liter,9.397979806914893,normal,distend_large,36.00779607919942,6.371337593452964,cloudy,4.331486288114204,died,yes,11300,2,0,no
yes,young,811998,38.07654366689266,25.050938306098693,12.607433242959026,cool,normal,bright_red,less_3_sec,alert,normal,slight,slight,less_1_liter,8.814694470551466,normal,normal,38.67913251379866,6.155993355470003,serosanguious,4.929580183429023,died,yes,2208,3,2,no
no,young,752589,38.59949925350414,57.43916587450777,9.951440954131426,normal,normal,normal_pink,less_3_sec,alert,hypomobile,slight,important,less_1_liter,6.194063423230684,decreased,other,31.658350414255892,7.154424266032157,clear,3.3774855616181374,lived,yes,11300,2,1,no
no,adult,599722,37.159506565230814,78.96892699723071,8.862416221892936,cool,reduced,normal_pink,more_3_sec,alert,hypermobile,none,important,>1_liter,3.831538689115562,decreased,normal,32.043446460711614,6.480187574392067,cloudy,4.65703590856055,lived,yes,11300,3,2,yes
no,young,785117,37.96839519247524,34.28090452570348,6.506187678143068,normal,reduced,pale_cyanotic,more_3_sec,mild_pain,hypermobile,severe,none,>1_liter,2.972983125440754,absent,distend_large,39.4046077399743,7.26073876262362,serosanguious,5.597115170145332,died,yes,2208,1,2,no
no,adult,658924,36.60870986071219,61.75156437907178,12.285481235160695,cool,absent,dark_cyanotic,more_3_sec,constant_pain,normal,severe,none,none,4.907139835457013,decreased,normal,40.604388136342,7.248578048573785,clear,4.906235148897048,euthanized,no,4300,3,0,no
yes,adult,835457,37.86268539688687,67.91871351253546,10.300516499840528,warm,increased,dark_cyanotic,more_3_sec,depressed,hypomobile,none,important,>1_liter,4.043426248368724,normal,distend_large,35.28054191393828,7.001692189209855,cloudy,4.8440908704089765,lived,no,11300,2,0,no
no,adult,279352,37.88864669739801,58.33231449451414,6.879810709442282,warm,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,>1_liter,6.05352960805039,normal,other,42.85565378371882,6.998672705315966,serosanguious,3.5278826336664637,died,yes,11300,3,0,no
no,adult,910694,39.52212860568497,63.71385179482119,11.695945376054702,normal,reduced,normal_pink,more_3_sec,constant_pain,normal,slight,none,less_1_liter,9.731274368987432,normal,other,44.06761371160275,7.050239538109702,cloudy,5.645717235352803,lived,no,0,0,2,yes
no,young,966867,37.57101713850975,63.94654525190422,10.6787311845314,cold,absent,bright_pink,more_3_sec,constant_pain,hypomobile,slight,none,none,6.599627945837131,normal,distend_large,35.98232263223915,7.010645751944661,cloudy,3.109291767844311,died,no,4300,3,0,yes
no,young,293283,37.89004283765328,43.74544086163136,6.559408951901292,warm,reduced,normal_pink,more_3_sec,constant_pain,hypermobile,slight,slight,less_1_liter,9.119448447120783,normal,other,45.16849451415084,6.580362536526524,cloudy,2.8211214264788027,died,no,11300,3,1,no
no,young,550195,38.03696141571204,89.97165144023737,8.6958652312074,normal,absent,dark_cyanotic,less_3_sec,constant_pain,absent,moderate,none,none,7.207030699966218,normal,other,34.11209838078267,7.0242414668528195,clear,3.4568957349060154,lived,no,2208,3,2,no
yes,adult,869884,37.34517968411154,84.95513668152431,7.521681815271189,cool,increased,bright_red,more_3_sec,mild_pain,hypomobile,severe,slight,none,5.801972212697604,decreased,normal,40.88502754551148,7.346110453788538,serosanguious,4.600624882953976,lived,yes,0,0,0,yes
no,young,531413,36.99750726678835,83.79822794482335,16.900613820094815,cool,absent,normal_pink,more_3_sec,depressed,absent,severe,slight,>1_liter,8.836860501866969,normal,other,46.08562187124346,6.498860237814935,cloudy,5.446711944778027,died,yes,0,0,2,no
yes,adult,403988,39.09881132484705,80.27351481087727,10.595234649376977,normal,increased,bright_pink,less_3_sec,intermittent_pain,hypomobile,slight,slight,less_1_liter,5.77094488138398,normal,distend_large,40.74018171365111,7.4173335393224304,cloudy,2.5283151293892683,euthanized,no,0,0,2,yes
no,young,426898,36.8190825570397,28.50041061133952,9.56028616454472,cold,increased,pale_pink,less_3_sec,depressed,hypomobile,slight,slight,>1_liter,8.949025364082889,normal,other,48.15925437042101,6.020372381848155,cloudy,5.255208709040652,died,yes,11300,1,1,no
yes,young,963561,36.472081928312726,78.52124755623933,10.41798916823014,normal,reduced,normal_pink,more_3_sec,depressed,hypomobile,slight,slight,>1_liter,4.332614156606122,normal,normal,31.170024657492718,6.523623807397856,clear,5.2512935786759805,euthanized,no,2208,0,1,yes
no,young,402186,38.480265379295474,73.11202855099016,13.137487764592493,normal,increased,pale_cyanotic,more_3_sec,alert,hypomobile,severe,important,>1_liter,3.030504590103905,decreased,distend_large,41.766276909829436,6.19814760259311,cloudy,4.347677426360344,euthanized,no,0,1,1,yes
no,adult,161665,38.95781484202401,29.269527701124332,8.749859566684604,warm,normal,pale_pink,less_3_sec,constant_pain,absent,severe,slight,none,8.842515714903506,absent,other,41.2351090508878,6.189929743567536,clear,5.042591758312103,euthanized,yes,4300,3,2,no
yes,young,346584,37.348590342399355,55.701792896998434,7.230272106402731,normal,normal,pale_cyanotic,more_3_sec,constant_pain,normal,slight,important,less_1_liter,6.699321310341334,absent,other,43.2070665708537,7.223144241017352,clear,2.7275227926063494,lived,no,0,1,2,no
yes,young,216953,37.36394651235012,65.53586898650576,11.532849684292254,normal,normal,pale_cyanotic,less_3_sec,constant_pain,absent,moderate,slight,less_1_liter,9.112739185991682,absent,other,46.66813677360615,7.377552472125185,cloudy,2.6783440032828536,died,yes,0,3,1,no
